rec_id,signal,N. of measurements,eta,direct_method,p,maxiter_stage,MSE,SNR [dB]
a_1212,28,70,16,True,0.3,10,4.057095706991953e-29,268.00976053400757
a_1213,28,70,16,True,0.4,10,1.4698726009397084e-27,252.4191161170427
a_1214,28,70,16,True,0.5,10,5.003867624225188e-26,237.09885494196968
a_1215,28,70,16,True,0.6,10,1.7575766759917616e-24,221.6427702561852
a_1216,28,70,16,True,0.7,10,7.41000495570505e-23,205.39372807807072
a_1217,28,70,16,True,0.8,10,1.4727825525066315e-20,182.41052675535593
a_1218,28,70,16,True,0.9,10,6.0346955514936e-17,146.28535935137296
a_1219,28,70,16,True,1,10,1.951635574015995e-11,91.1878939938596
a_1220,29,70,16,True,0.1,10,4.056122896079077e-29,264.42454317472846
a_1221,29,70,16,True,0.2,10,4.870835786707384e-27,243.62961934445917
a_1222,29,70,16,True,0.3,10,5.24506269469638e-29,263.3081473892357
a_1223,29,70,16,True,0.4,10,1.6693228701914467e-27,248.28025079265686
a_1224,29,70,16,True,0.5,10,5.562490716679948e-26,233.05296123454843
a_1225,29,70,16,True,0.6,10,1.9940650429889417e-24,217.50826102493662
a_1226,29,70,16,True,0.7,10,8.867187385069023e-23,201.02779536382243
a_1227,29,70,16,True,0.8,10,3.230451912971741e-20,175.41302141680796
a_1228,29,70,16,True,0.9,10,1.190718014204103e-16,139.74756480703059
a_1229,29,70,16,True,1,10,6.635150977319691e-05,22.16396305323037
a_1230,3,70,16,True,0.1,10,4.878615977141451e-30,275.1492333983083
a_1231,3,70,16,True,0.2,10,9.139081543777288e-29,262.4231742121497
a_1232,3,70,16,True,0.3,10,3.5932547097983724e-29,266.47731970072306
a_1233,3,70,16,True,0.4,10,1.0503194703915994e-27,251.81898557234405
a_1234,3,70,16,True,0.5,10,3.1605328717038006e-26,237.03459661919678
a_1235,3,70,16,True,0.6,10,9.97262587885258e-25,222.04410446694442
a_1236,3,70,16,True,0.7,10,3.767754823339632e-23,206.27137339084635
a_1237,3,70,16,True,0.8,10,4.262976682092156e-21,185.73507016381302
a_1238,3,70,16,True,0.9,10,7.477533583544351e-18,153.29461598105198
a_1239,3,70,16,True,1,10,7.260480534732155e-15,123.42254517250984
a_1240,30,70,16,True,0.1,10,4.178635911411682e-27,252.4603238566651
a_1241,30,70,16,True,0.2,10,1.7883361206941076e-29,276.14617769471613
a_1242,30,70,16,True,0.3,10,5.64060982697336e-29,271.1574085827278
a_1243,30,70,16,True,0.4,10,1.4868030974803609e-27,256.9481346076325
a_1244,30,70,16,True,0.5,10,4.1832460543379665e-26,242.45553507862564
a_1245,30,70,16,True,0.6,10,1.2781948815542947e-24,227.60469843847207
a_1246,30,70,16,True,0.7,10,4.84182567361528e-23,211.820577690246
a_1247,30,70,16,True,0.8,10,6.7088527943623945e-21,190.40418655220677
a_1248,30,70,16,True,0.9,10,1.1288216177089656e-17,158.14441597747253
a_1249,30,70,16,True,1,10,1.2261408570564247e-14,127.78526472713082
a_1250,31,70,16,True,0.1,10,3.181882593909324e-28,264.5107240485554
a_1251,31,70,16,True,0.2,10,1.6513339346395137e-27,257.3592165005778
a_1252,31,70,16,True,0.3,10,3.8003698425562647e-29,273.73930692595184
a_1253,31,70,16,True,0.4,10,9.353621304684035e-28,259.8277677286096
a_1254,31,70,16,True,0.5,10,3.0816212300028985e-26,244.64977298319042
a_1255,31,70,16,True,0.6,10,1.0708265194253371e-24,229.24037437612787
a_1256,31,70,16,True,0.7,10,4.4245658992822375e-23,213.0788588787653
a_1257,31,70,16,True,0.8,10,5.4846807963325005e-21,192.1460519859954
a_1258,31,70,16,True,0.9,10,1.1641933290397398e-17,158.87731447274655
a_1259,31,70,16,True,1,10,1.785096819972686e-14,127.02094714451565
a_1260,32,70,16,True,0.1,10,3.250992018217119e-29,267.86927255965145
a_1261,32,70,16,True,0.2,10,4.901368289058333e-27,246.08625822541944
a_1262,32,70,16,True,0.3,10,3.8247767175734755e-29,267.1633707215931
a_1263,32,70,16,True,0.4,10,1.309532833558589e-27,251.81826767345285
a_1264,32,70,16,True,0.5,10,4.376674135261398e-26,236.57798946715633
a_1265,32,70,16,True,0.6,10,1.5283865554000704e-24,221.14709950469862
a_1266,32,70,16,True,0.7,10,6.347784251686942e-23,204.9632100164373
a_1267,32,70,16,True,0.8,10,1.077556010596234e-20,182.66503305426465
a_1268,32,70,16,True,0.9,10,4.664715988873246e-17,146.30117949584212
a_1269,32,70,16,True,1,10,3.0454422830509086e-11,88.15290657460974
a_1270,33,70,16,True,0.1,10,9.445041559696038e-29,268.4011037188664
a_1271,33,70,16,True,0.2,10,1.0308944503183854e-28,268.0210004344915
a_1272,33,70,16,True,0.3,10,2.4801784359754578e-28,264.20831317928156
a_1273,33,70,16,True,0.4,10,5.0600197286803666e-27,251.11162034985622
a_1274,33,70,16,True,0.5,10,1.2344478540617044e-25,237.23841496064264
a_1275,33,70,16,True,0.6,10,3.2190130314448063e-24,223.0759151028349
a_1276,33,70,16,True,0.7,10,1.1155040667779512e-22,207.6784308719843
a_1277,33,70,16,True,0.8,10,2.863576320729773e-20,183.58405482733394
a_1278,33,70,16,True,0.9,10,5.433133936952234e-18,160.80263835727186
a_1279,33,70,16,True,1,10,7.333645925530032e-13,109.4999486757713
a_1280,34,70,16,True,0.1,10,3.2592490064514017e-28,258.18910222219347
a_1281,34,70,16,True,0.2,10,7.214981153197478e-29,264.737925630501
a_1282,34,70,16,True,0.3,10,3.4595239569481286e-28,257.9301142162022
a_1283,34,70,16,True,0.4,10,6.740559429742414e-27,245.03331821918226
a_1284,34,70,16,True,0.5,10,1.379011869168163e-25,231.92459759858815
a_1285,34,70,16,True,0.6,10,3.194235366438268e-24,218.27660850165213
a_1286,34,70,16,True,0.7,10,1.0669885324364242e-22,203.03868012200243
a_1287,34,70,16,True,0.8,10,4.7360458506431394e-20,176.56611865780732
a_1288,34,70,16,True,0.9,10,1.2387721058785962e-17,152.3903634618897
a_1289,34,70,16,True,1,10,1.199949787876959e-10,82.52864340497581
a_1290,35,70,16,True,0.1,10,4.26592723547521e-29,269.6167463519382
a_1291,35,70,16,True,0.2,10,1.2802995609267713e-28,264.84376481996685
a_1292,35,70,16,True,0.3,10,2.3891169463649795e-28,262.13450669728195
a_1293,35,70,16,True,0.4,10,4.211072891840246e-27,249.67295319613982
a_1294,35,70,16,True,0.5,10,7.866291405963804e-26,236.9591804778116
a_1295,35,70,16,True,0.6,10,1.6887269727912682e-24,223.64128638445936
a_1296,35,70,16,True,0.7,10,4.9769004759609815e-23,208.94729122381415
a_1297,35,70,16,True,0.8,10,7.359052335867799e-21,187.24866186934835
a_1298,35,70,16,True,0.9,10,1.1907572521486107e-17,155.15864840753733
a_1299,35,70,16,True,1,10,1.2341024451788276e-14,125.00336788275474
a_1300,36,70,16,True,0.1,10,1.2720663958046687e-27,249.36903536089255
a_1301,36,70,16,True,0.2,10,6.066325243381221e-28,252.58487624987967
a_1302,36,70,16,True,0.3,10,3.3468074204227095e-28,255.16782592878909
a_1303,36,70,16,True,0.4,10,5.756456239294686e-27,242.81258108601338
a_1304,36,70,16,True,0.5,10,9.610395631940025e-26,230.5867204942266
a_1305,36,70,16,True,0.6,10,1.748169517409434e-24,217.98829772860557
a_1306,36,70,16,True,0.7,10,4.4770118155880896e-23,203.90425075521188
a_1307,36,70,16,True,0.8,10,6.554904891068395e-21,182.24846921272632
a_1308,36,70,16,True,0.9,10,1.8631591589883664e-17,147.71163351060497
a_1309,36,70,16,True,1,10,2.8209251926354788e-14,115.91021452860807
a_1310,37,70,16,True,0.1,10,1.906062715705443e-29,269.23880018444754
a_1311,37,70,16,True,0.2,10,3.114906894503497e-29,267.1057213469532
a_1312,37,70,16,True,0.3,10,2.1550132074001315e-28,258.7056726853327
a_1313,37,70,16,True,0.4,10,3.3064021734790896e-27,246.84661526933576
a_1314,37,70,16,True,0.5,10,5.409382839028136e-26,234.70869485777254
a_1315,37,70,16,True,0.6,10,1.1464189870455487e-24,221.44673834437086
a_1316,37,70,16,True,0.7,10,3.983927847948886e-23,206.03705740273665
a_1317,37,70,16,True,0.8,10,8.59349615520513e-21,182.6984731754539
a_1318,37,70,16,True,0.9,10,4.2465181639863473e-17,145.7598420823555
a_1319,37,70,16,True,1,10,1.0729265966826442e-10,81.73433739356727
a_1320,38,70,16,True,0.1,10,6.379770508250856e-28,256.66179615662315
a_1321,38,70,16,True,0.2,10,3.85577504865788e-27,248.84872983697068
a_1322,38,70,16,True,0.3,10,2.182194717402232e-28,261.3209117220439
a_1323,38,70,16,True,0.4,10,4.951164829270882e-27,247.76277287642242
a_1324,38,70,16,True,0.5,10,1.3012518957403367e-25,233.56623297090877
a_1325,38,70,16,True,0.6,10,3.633360890883221e-24,219.10676135136777
a_1326,38,70,16,True,0.7,10,1.3122071321060169e-22,203.52982278409752
a_1327,38,70,16,True,0.8,10,4.069837643590119e-20,178.6140758785541
a_1328,38,70,16,True,0.9,10,1.0062014941434766e-16,144.68299713121672
a_1329,38,70,16,True,1,10,1.5124359499733733e-10,82.91305690999998
a_1330,39,70,16,True,0.1,10,4.856271024099066e-28,260.8990108340892
a_1331,39,70,16,True,0.2,10,1.1381040353759507e-28,267.20022036512177
a_1332,39,70,16,True,0.3,10,1.0648362427024836e-28,267.48921175396043
a_1333,39,70,16,True,0.4,10,2.600586918694516e-27,253.6113262607784
a_1334,39,70,16,True,0.5,10,6.388452457051002e-26,239.7080833261904
a_1335,39,70,16,True,0.6,10,1.7148046941919623e-24,225.41989336035368
a_1336,39,70,16,True,0.7,10,5.843462551270025e-23,210.0953373459215
a_1337,39,70,16,True,0.8,10,1.0299178870162167e-20,187.6340139894446
a_1338,39,70,16,True,0.9,10,3.688733205125558e-17,152.09326754753928
a_1339,39,70,16,True,1,10,3.4698971419750367e-13,112.35887451633742
a_1340,4,70,16,True,0.1,10,1.9152096025046735e-28,260.53278345015605
a_1341,4,70,16,True,0.2,10,9.783494613970104e-30,273.4500064529974
a_1342,4,70,16,True,0.3,10,5.365524755869018e-29,266.0588245256476
a_1343,4,70,16,True,0.4,10,1.5841204039864134e-27,251.35706467695843
a_1344,4,70,16,True,0.5,10,5.180229541551243e-26,236.21145651326972
a_1345,4,70,16,True,0.6,10,1.7704420636865673e-24,220.8741293616958
a_1346,4,70,16,True,0.7,10,7.3170077795471e-23,204.71161138762196
a_1347,4,70,16,True,0.8,10,1.0888670587984775e-20,182.98519795990086
a_1348,4,70,16,True,0.9,10,3.389749898888127e-17,148.05326989427837
a_1349,4,70,16,True,1,10,1.1818747842525978e-13,112.629226496288
a_1350,40,70,16,True,0.1,10,1.2414014978864512e-29,264.9106575474169
a_1351,40,70,16,True,0.2,10,2.0488233766223424e-30,272.73473499122275
a_1352,40,70,16,True,0.3,10,4.446326275706003e-29,259.3697669133524
a_1353,40,70,16,True,0.4,10,1.3252240609716173e-27,244.62688707416217
a_1354,40,70,16,True,0.5,10,4.22361607366016e-26,229.59293585826208
a_1355,40,70,16,True,0.6,10,1.4213389514820709e-24,214.32280361868268
a_1356,40,70,16,True,0.7,10,5.942683456465728e-23,198.10995422095027
a_1357,40,70,16,True,0.8,10,1.6177006600076363e-20,173.760798568381
a_1358,40,70,16,True,0.9,10,6.369736984268595e-18,147.80856512080172
a_1359,40,70,16,True,1,10,8.830139680121182e-08,46.37887128665401
a_1360,41,70,16,True,0.1,10,8.61469726899217e-30,275.5346352210571
a_1361,41,70,16,True,0.2,10,1.955961136460066e-28,261.9734332109961
a_1362,41,70,16,True,0.3,10,7.972770961506623e-29,265.8709425447932
a_1363,41,70,16,True,0.4,10,2.117322635434703e-27,251.62916502111972
a_1364,41,70,16,True,0.5,10,5.963720650491422e-26,237.1318625025756
a_1365,41,70,16,True,0.6,10,1.8211894258216766e-24,222.28348422472308
a_1366,41,70,16,True,0.7,10,7.018810910660694e-23,206.42439999999144
a_1367,41,70,16,True,0.8,10,1.6730370469712572e-20,182.6519798459333
a_1368,41,70,16,True,0.9,10,9.76432127582977e-18,154.99061480882457
a_1369,41,70,16,True,1,10,1.1120361723871848e-09,74.42573429061258
a_1370,42,70,16,True,0.1,10,1.5250911432286353e-27,246.17644041541453
a_1371,42,70,16,True,0.2,10,6.541465361169238e-28,249.85264794486835
a_1372,42,70,16,True,0.3,10,6.581996340678395e-27,239.8258220400679
a_1373,42,70,16,True,0.4,10,6.587764679460569e-26,229.82201763107471
a_1374,42,70,16,True,0.5,10,6.645269667897353e-25,219.7842723102214
a_1375,42,70,16,True,0.6,10,7.555353790118366e-24,209.22685034910413
a_1376,42,70,16,True,0.7,10,1.3982572091297156e-22,196.5535277336864
a_1377,42,70,16,True,0.8,10,2.1949075673106474e-20,174.59523604579684
a_1378,42,70,16,True,0.9,10,2.2790636716812353e-17,144.43183377590768
a_1379,42,70,16,True,1,10,4.930583548408434e-15,121.08041474518835
a_1380,43,70,16,True,0.1,10,4.4894127327935857e-29,265.8666481626506
a_1381,43,70,16,True,0.2,10,1.126836336421421e-28,261.86993507257733
a_1382,43,70,16,True,0.3,10,1.5564703422409688e-29,270.4671350039861
a_1383,43,70,16,True,0.4,10,4.401524707032473e-28,255.9525120621338
a_1384,43,70,16,True,0.5,10,1.5700506280883212e-26,240.42940693272953
a_1385,43,70,16,True,0.6,10,5.842395201134353e-25,224.72263419322462
a_1386,43,70,16,True,0.7,10,2.511302322370684e-23,208.38955351957003
a_1387,43,70,16,True,0.8,10,2.768582965521134e-21,187.965968077195
a_1388,43,70,16,True,0.9,10,4.6415020508273336e-18,155.72195801149078
a_1389,43,70,16,True,1,10,1.2618077421527982e-14,121.37861050874925
a_1390,44,70,16,True,0.1,10,3.396202646810991e-29,265.75715030255304
a_1391,44,70,16,True,0.2,10,2.3096581172030143e-29,267.4316092733773
a_1392,44,70,16,True,0.3,10,1.1194938480268327e-28,260.5768691502784
a_1393,44,70,16,True,0.4,10,2.6906018467119782e-27,246.76859190424318
a_1394,44,70,16,True,0.5,10,6.489938350206388e-26,232.94468055031982
a_1395,44,70,16,True,0.6,10,1.7223977782045004e-24,218.70575169761872
a_1396,44,70,16,True,0.7,10,6.186514252807239e-23,203.15262608540434
a_1397,44,70,16,True,0.8,10,1.5052931387639246e-20,179.2908754411033
a_1398,44,70,16,True,0.9,10,2.7529152209022294e-17,146.66915781468668
a_1399,44,70,16,True,1,10,1.2316064678274808e-13,110.16236078990404
a_1400,45,70,16,True,0.1,10,1.2443503485162375e-27,248.21452108565208
a_1401,45,70,16,True,0.2,10,5.5689337996678754e-27,241.70622727059626
a_1402,45,70,16,True,0.3,10,6.590597315626004e-27,240.97470005201046
a_1403,45,70,16,True,0.4,10,7.433462035859475e-26,230.45203654589838
a_1404,45,70,16,True,0.5,10,9.028383484139241e-25,219.60784784705115
a_1405,45,70,16,True,0.6,10,1.2926634523279194e-23,208.04909312219536
a_1406,45,70,16,True,0.7,10,3.507488663682218e-22,193.71398506249892
a_1407,45,70,16,True,0.8,10,1.0422147839101811e-19,168.9843755247656
a_1408,45,70,16,True,0.9,10,8.011082006172238e-17,140.12703594330532
a_1409,45,70,16,True,1,10,6.581129691819363e-11,80.98088426669419
a_1410,46,70,16,True,0.1,10,4.24475587692029e-29,272.0163699778259
a_1411,46,70,16,True,0.2,10,9.757094347387712e-28,258.4016921159907
a_1412,46,70,16,True,0.3,10,1.0206460127294631e-28,268.2061457278474
a_1413,46,70,16,True,0.4,10,2.3837469361098652e-27,254.52229568226863
a_1414,46,70,16,True,0.5,10,7.296014960844663e-26,239.664040002077
a_1415,46,70,16,True,0.6,10,2.394897030684685e-24,224.50202870540835
a_1416,46,70,16,True,0.7,10,1.0181293039377746e-22,208.21686778521058
a_1417,46,70,16,True,0.8,10,4.380215077690929e-20,181.8799428025747
a_1418,46,70,16,True,0.9,10,3.6328130772958986e-17,152.69246663434416
a_1419,46,70,16,True,1,10,6.812811931394584e-06,39.96261158029604
a_1420,47,70,16,True,0.1,10,7.732008546218043e-28,255.81170165147182
a_1421,47,70,16,True,0.2,10,8.644281837511228e-30,275.32733572384853
a_1422,47,70,16,True,0.3,10,5.32226645414391e-29,267.4336587723674
a_1423,47,70,16,True,0.4,10,1.1426189599602063e-27,254.11561064314793
a_1424,47,70,16,True,0.5,10,2.800245608560116e-26,240.22266365701847
a_1425,47,70,16,True,0.6,10,7.603150241293569e-25,225.88468918126824
a_1426,47,70,16,True,0.7,10,2.6461590821571516e-23,210.46846540917704
a_1427,47,70,16,True,0.8,10,2.7795323206671388e-21,190.25490762077112
a_1428,47,70,16,True,0.9,10,4.127615388135059e-18,158.53763265942493
a_1429,47,70,16,True,1,10,7.549111673981407e-15,125.91566556481878
a_1430,48,70,16,True,0.1,10,3.8693370912925257e-28,255.23568624674988
a_1431,48,70,16,True,0.2,10,7.43983880595319e-28,252.39641665100964
a_1432,48,70,16,True,0.3,10,4.392242748526718e-28,254.68518856678207
a_1433,48,70,16,True,0.4,10,7.586256560945402e-27,242.31177665081913
a_1434,48,70,16,True,0.5,10,1.4305111347961748e-25,229.55713948567447
a_1435,48,70,16,True,0.6,10,3.2728449014092233e-24,215.96279766393846
a_1436,48,70,16,True,0.7,10,1.174113835621969e-22,200.4149498540952
a_1437,48,70,16,True,0.8,10,5.0238843143872304e-20,174.10165560673053
a_1438,48,70,16,True,0.9,10,3.4030872579851624e-17,145.79332100961574
a_1439,48,70,16,True,1,10,4.1957228774812e-06,34.86633135729287
a_1440,49,70,16,True,0.1,10,5.575167314034762e-29,263.74509808091375
a_1441,49,70,16,True,0.2,10,1.353727361685561e-29,269.8923650642944
a_1442,49,70,16,True,0.3,10,8.252885405174362e-29,262.0416189865127
a_1443,49,70,16,True,0.4,10,2.3330514172673973e-27,247.52843403282216
a_1444,49,70,16,True,0.5,10,6.805226158160677e-26,232.8792515074588
a_1445,49,70,16,True,0.6,10,2.087691183802645e-24,218.0110145621955
a_1446,49,70,16,True,0.7,10,7.77322849771253e-23,202.3016627924929
a_1447,49,70,16,True,0.8,10,1.378211001657124e-20,179.81452000983853
a_1448,49,70,16,True,0.9,10,5.2474969005539433e-17,144.00815518271122
a_1449,49,70,16,True,1,10,2.508841285260197e-12,97.21293474897783
a_1450,5,70,16,True,0.1,10,7.638451385906804e-25,224.81678628633804
a_1451,5,70,16,True,0.2,10,8.500258677832823e-26,234.35251805325282
a_1452,5,70,16,True,0.3,10,3.037714028325677e-26,238.82137060800108
a_1453,5,70,16,True,0.4,10,3.2672394923908384e-25,228.50502977662285
a_1454,5,70,16,True,0.5,10,3.2733379120387867e-24,218.49693107033806
a_1455,5,70,16,True,0.6,10,3.9530569391921373e-23,207.67750877693868
a_1456,5,70,16,True,0.7,10,1.4441216952463614e-21,192.05080155090587
a_1457,5,70,16,True,0.8,10,1.8918302234751007e-19,170.87801788206772
a_1458,5,70,16,True,0.9,10,1.773823666962303e-17,151.15773501824245
a_1459,5,70,16,True,1,10,1.4990602639335465e-09,71.88854790876083
a_1460,50,70,16,True,0.1,10,1.2410650889181117e-28,268.67493548015716
a_1461,50,70,16,True,0.2,10,1.9406985614786047e-26,246.7333002318259
a_1462,50,70,16,True,0.3,10,5.854935912276936e-29,271.937659614495
a_1463,50,70,16,True,0.4,10,1.6647401801798825e-27,257.3994164533177
a_1464,50,70,16,True,0.5,10,5.1405118517963547e-26,242.50281742344586
a_1465,50,70,16,True,0.6,10,1.6828780231408785e-24,227.35235468153545
a_1466,50,70,16,True,0.7,10,6.912313033631501e-23,211.2166470958253
a_1467,50,70,16,True,0.8,10,1.86149795730768e-20,186.9142554309306
a_1468,50,70,16,True,0.9,10,9.23686361064117e-18,159.95763575217086
a_1469,50,70,16,True,1,10,4.3438143945198395e-11,93.23415189403806
a_1470,51,70,16,True,0.1,10,3.2165137817861204e-29,269.3811990759119
a_1471,51,70,16,True,0.2,10,2.9103739842919884e-29,269.8155652455471
a_1472,51,70,16,True,0.3,10,1.7518903785529009e-28,262.01998396679846
a_1473,51,70,16,True,0.4,10,3.493472185422406e-27,249.02248034344518
a_1474,51,70,16,True,0.5,10,7.600632911590502e-26,235.64655566269744
a_1475,51,70,16,True,0.6,10,1.81771920968844e-24,221.85978527278036
a_1476,51,70,16,True,0.7,10,5.758319585328068e-23,206.85209559695156
a_1477,51,70,16,True,0.8,10,6.320879611995907e-21,186.44727805280024
a_1478,51,70,16,True,0.9,10,1.0617960434938549e-17,154.19464218836052
a_1479,51,70,16,True,1,10,1.4701943111225778e-14,122.78130479600948
a_1480,52,70,16,True,0.1,10,1.0219925838355306e-26,245.77440594497324
a_1481,52,70,16,True,0.2,10,3.75524602632406e-27,250.12249943582555
a_1482,52,70,16,True,0.3,10,5.845058487153756e-28,258.20099477636006
a_1483,52,70,16,True,0.4,10,7.636825041303945e-27,247.03975497732705
a_1484,52,70,16,True,0.5,10,1.3820542291407869e-25,234.46363254568064
a_1485,52,70,16,True,0.6,10,3.034227019774794e-24,221.04840267395878
a_1486,52,70,16,True,0.7,10,1.0474494041307571e-22,205.66755284789457
a_1487,52,70,16,True,0.8,10,5.0360339988530405e-20,178.847996855909
a_1488,52,70,16,True,0.9,10,4.98234065312512e-17,148.8945492733586
a_1489,52,70,16,True,1,10,3.3315047247756073e-07,50.644926698391785
a_1490,53,70,16,True,0.1,10,3.7923324469522913e-29,266.0564789141408
a_1491,53,70,16,True,0.2,10,5.6440403642961215e-28,254.3296418225034
a_1492,53,70,16,True,0.3,10,8.356696574302051e-26,232.62519659743123
a_1493,53,70,16,True,0.4,10,4.3606193707261865e-27,245.45006113595306
a_1494,53,70,16,True,0.5,10,1.1905134203373042e-25,231.08819997819728
a_1495,53,70,16,True,0.6,10,3.51011084167233e-24,216.3923346251372
a_1496,53,70,16,True,0.7,10,1.3409390028077172e-22,200.57145270333064
a_1497,53,70,16,True,0.8,10,1.4380541442374632e-20,180.2677905519945
a_1498,53,70,16,True,0.9,10,5.868508811350449e-17,144.16026527340546
a_1499,53,70,16,True,1,10,8.381193931661538e-07,42.60570585289468
a_1500,54,70,16,True,0.1,10,4.0236694436715185e-29,265.30248134960857
a_1501,54,70,16,True,0.2,10,1.3893438699097907e-28,259.9206068069103
a_1502,54,70,16,True,0.3,10,4.1059198107806166e-29,265.21459966617687
a_1503,54,70,16,True,0.4,10,1.1128017243984312e-27,250.8845263993224
a_1504,54,70,16,True,0.5,10,3.115559171468679e-26,236.41334426002766
a_1505,54,70,16,True,0.6,10,8.914824571033678e-25,221.84757628499656
a_1506,54,70,16,True,0.7,10,3.191105773800806e-23,206.30929230149752
a_1507,54,70,16,True,0.8,10,3.811676847146377e-21,185.53754355705462
a_1508,54,70,16,True,0.9,10,5.7199755790696424e-18,153.7747625382323
a_1509,54,70,16,True,1,10,5.8824568855062644e-15,123.65311631563839
a_1510,55,70,16,True,0.1,10,1.3189886968909008e-28,264.00579802205647
a_1511,55,70,16,True,0.2,10,8.219590087222631e-29,266.0597071635157
a_1512,55,70,16,True,0.3,10,4.9229287240417436e-29,268.2859732812537
a_1513,55,70,16,True,0.4,10,1.3212068648636638e-27,253.9985005449214
a_1514,55,70,16,True,0.5,10,3.658646125281179e-26,239.575004707564
a_1515,55,70,16,True,0.6,10,1.075392875289169e-24,224.89253721214516
a_1516,55,70,16,True,0.7,10,3.895112327260017e-23,209.3030088969715
a_1517,55,70,16,True,0.8,10,4.449640799206695e-21,188.72495922468903
a_1518,55,70,16,True,0.9,10,7.444624431024371e-18,156.48978084181815
a_1519,55,70,16,True,1,10,1.380792526044993e-14,123.8069250899359
a_1520,56,70,16,True,0.1,10,4.40546287944536e-29,265.0410866735866
a_1521,56,70,16,True,0.2,10,3.2012680744197867e-26,236.42778170057272
a_1522,56,70,16,True,0.3,10,1.2390532382124915e-28,260.5501024653291
a_1523,56,70,16,True,0.4,10,3.557362645268218e-27,245.96972073210458
a_1524,56,70,16,True,0.5,10,9.980582450795871e-26,231.48944326818363
a_1525,56,70,16,True,0.6,10,3.0284951220006927e-24,216.6687333509478
a_1526,56,70,16,True,0.7,10,1.2131406549026464e-22,200.64189056485566
a_1527,56,70,16,True,0.8,10,5.122084437454718e-20,174.38653480154704
a_1528,56,70,16,True,0.9,10,1.1706117109042481e-16,140.796873531303
a_1529,56,70,16,True,1,10,1.0722341955638237e-05,31.188369268641964
a_1530,57,70,16,True,0.1,10,3.5200796343064785e-27,250.8970598358468
a_1531,57,70,16,True,0.2,10,3.043157784167514e-26,241.52934001559674
a_1532,57,70,16,True,0.3,10,2.1382344793935564e-27,253.06203143822668
a_1533,57,70,16,True,0.4,10,2.690489477273191e-26,242.06427174337523
a_1534,57,70,16,True,0.5,10,3.70224600191871e-25,230.67793199363763
a_1535,57,70,16,True,0.6,10,6.1172537353968255e-24,218.49701977343068
a_1536,57,70,16,True,0.7,10,1.6778960494832009e-22,204.11493420633735
a_1537,57,70,16,True,0.8,10,6.879343045473808e-20,177.98711505599312
a_1538,57,70,16,True,0.9,10,2.125192707977673e-17,153.0886015439507
a_1539,57,70,16,True,1,10,7.58508021202755e-09,67.56288377793372
a_1540,58,70,16,True,0.1,10,5.3654864767771044e-30,273.24446375927386
a_1541,58,70,16,True,0.2,10,6.1887602230335164e-30,272.624518237949
a_1542,58,70,16,True,0.3,10,5.026329081863326e-29,263.52804561386625
a_1543,58,70,16,True,0.4,10,1.3219933117971958e-27,249.32826222552478
a_1544,58,70,16,True,0.5,10,3.7405608495929925e-26,234.81118756508818
a_1545,58,70,16,True,0.6,10,1.1388017793104055e-24,219.9760734349786
a_1546,58,70,16,True,0.7,10,4.2833611659465597e-23,204.22270785593213
a_1547,58,70,16,True,0.8,10,5.070082877334347e-21,183.49040421944895
a_1548,58,70,16,True,0.9,10,7.426815827091074e-18,151.83252823220934
a_1549,58,70,16,True,1,10,7.399447668140769e-15,121.84856067125824
a_1550,59,70,16,True,0.1,10,1.1976046621407346e-26,240.52429715105106
a_1551,59,70,16,True,0.2,10,2.3148546847407347e-26,237.66219459779154
a_1552,59,70,16,True,0.3,10,9.361234060829586e-28,251.59410088972368
a_1553,59,70,16,True,0.4,10,1.8329493761565253e-26,238.67592722663855
a_1554,59,70,16,True,0.5,10,3.5976029545183927e-25,225.7472996188075
a_1555,59,70,16,True,0.6,10,7.822309726383054e-24,212.37408185143124
a_1556,59,70,16,True,0.7,10,2.4206892966962183e-22,197.46804143175208
a_1557,59,70,16,True,0.8,10,2.2946507995827946e-20,177.70026589047075
a_1558,59,70,16,True,0.9,10,1.41919317151396e-17,149.7870167436551
a_1559,59,70,16,True,1,10,3.996469938871149e-12,95.29062940381905
a_1560,6,70,16,True,0.1,10,1.2137679849157813e-29,272.0902408426179
a_1561,6,70,16,True,0.2,10,8.636032818129474e-28,253.56845478306377
a_1562,6,70,16,True,0.3,10,3.110001782272431e-29,268.0039912443997
a_1563,6,70,16,True,0.4,10,9.54095757208108e-28,253.13567797772885
a_1564,6,70,16,True,0.5,10,3.006821684076636e-26,238.15052088795906
a_1565,6,70,16,True,0.6,10,9.824434757028168e-25,223.00852189456754
a_1566,6,70,16,True,0.7,10,3.874545076124416e-23,207.0493904454005
a_1567,6,70,16,True,0.8,10,5.4256601423062875e-21,185.58707175740938
a_1568,6,70,16,True,0.9,10,1.2041220273534292e-17,152.12489257603735
a_1569,6,70,16,True,1,10,1.7078975355578646e-14,120.60697786260425
a_1570,60,70,16,True,0.1,10,1.4314529627718643e-27,255.09181460459934
a_1571,60,70,16,True,0.2,10,8.382088983948736e-29,267.41606275254685
a_1572,60,70,16,True,0.3,10,1.5918917043558046e-28,264.630450226741
a_1573,60,70,16,True,0.4,10,3.3744718039732894e-27,251.36752738567003
a_1574,60,70,16,True,0.5,10,7.763315992036048e-26,237.74911278519934
a_1575,60,70,16,True,0.6,10,1.91826365041252e-24,223.82050244897107
