rec_id,signal,N. of measurements,eta,direct_method,p,maxiter_stage,MSE,SNR [dB]
a_250,31,60,16,True,0.1,10,1.3128130582910663e-29,278.3555366782166
a_251,31,60,16,True,0.2,10,1.944856007639571e-28,266.6486910297366
a_252,31,60,16,True,0.3,10,1.1115785580740453e-28,269.07816394917836
a_253,31,60,16,True,0.4,10,2.553273891179515e-27,255.466591514037
a_254,31,60,16,True,0.5,10,6.124316572285386e-26,241.66698923989753
a_255,31,60,16,True,0.6,10,1.626080279840067e-24,227.4261457275407
a_256,31,60,16,True,0.7,10,5.8424313457861e-23,211.8716293801052
a_257,31,60,16,True,0.8,10,1.1295595201097443e-20,189.0084743544873
a_258,31,60,16,True,0.9,10,8.118948176268647e-17,150.44256782790367
a_259,31,60,16,True,1,10,6.075605126499312e-08,61.70079252633541
a_260,32,60,16,True,0.1,10,2.2201955958991318e-29,269.52551922361823
a_261,32,60,16,True,0.2,10,2.333437612018507e-28,259.3094696533279
a_262,32,60,16,True,0.3,10,1.3412578692508093e-28,261.71430876173173
a_263,32,60,16,True,0.4,10,4.035361025812548e-27,246.93060763996772
a_264,32,60,16,True,0.5,10,1.2605860501043942e-25,231.98370662362242
a_265,32,60,16,True,0.6,10,4.128702506795674e-24,216.8312956822653
a_266,32,60,16,True,0.7,10,1.7150899084815611e-22,200.6465626760399
a_267,32,60,16,True,0.8,10,6.78063810474922e-20,174.67672593016357
a_268,32,60,16,True,0.9,10,6.242704362231803e-17,145.0357038290234
a_269,32,60,16,True,1,10,8.141317893554818e-06,33.857009525697244
a_270,33,60,16,True,0.1,10,1.6868664841642125e-27,255.88233535663917
a_271,33,60,16,True,0.2,10,3.398485058961179e-24,222.84028880178477
a_272,33,60,16,True,0.3,10,4.815254739986869e-28,261.3269497769408
a_273,33,60,16,True,0.4,10,9.351846809424514e-27,248.4441686098569
a_274,33,60,16,True,0.5,10,1.9902530019473282e-25,235.16405957465307
a_275,33,60,16,True,0.6,10,4.774628246287529e-24,221.3637468215145
a_276,33,60,16,True,0.7,10,1.568877626830713e-22,206.19725175373043
a_277,33,60,16,True,0.8,10,3.886235127912844e-20,182.25785172051008
a_278,33,60,16,True,0.9,10,2.1190231159071628e-17,154.89178551181314
a_279,33,60,16,True,1,10,8.925310302785794e-07,48.64650799110555
a_280,34,60,16,True,0.1,10,1.7208139681362044e-27,250.96293841392426
a_281,34,60,16,True,0.2,10,7.122436951495376e-29,264.7939915051583
a_282,34,60,16,True,0.3,10,1.5392041044979913e-27,251.44731551226533
a_283,34,60,16,True,0.4,10,3.040050248398416e-26,238.49147001990374
a_284,34,60,16,True,0.5,10,5.928154770982797e-25,225.59108230441518
a_285,34,60,16,True,0.6,10,1.2336254491106062e-23,212.40844443937158
a_286,34,60,16,True,0.7,10,3.7332841563798013e-22,197.599367168098
a_287,34,60,16,True,0.8,10,3.5881112017860125e-20,177.77161869860032
a_288,34,60,16,True,0.9,10,9.450936446483316e-17,143.56552917438006
a_289,34,60,16,True,1,10,1.189120669551156e-08,62.567185849500085
a_290,35,60,16,True,0.1,10,2.1243692536791244e-27,252.64458071365675
a_291,35,60,16,True,0.2,10,3.2725953910469196e-28,260.76795764134476
a_292,35,60,16,True,0.3,10,9.374126024288331e-28,256.1975729073723
a_293,35,60,16,True,0.4,10,1.720554517790896e-26,243.56019640242164
a_294,35,60,16,True,0.5,10,3.49721398618135e-25,230.47965871982197
a_295,35,60,16,True,0.6,10,8.353589839836995e-24,216.69814930896464
a_296,35,60,16,True,0.7,10,3.0529880096085237e-22,201.06962979900416
a_297,35,60,16,True,0.8,10,1.563181717742782e-19,173.97678611334925
a_298,35,60,16,True,0.9,10,3.743002819730327e-05,30.178731325071965
a_299,35,60,16,True,1,10,3.927192790281715e-05,29.96599650418664
a_300,36,60,16,True,0.1,10,6.97095356501718e-29,261.9812112627644
a_301,36,60,16,True,0.2,10,1.0652331354102135e-28,260.13968648845446
a_302,36,60,16,True,0.3,10,6.510025880931681e-28,252.2783060096503
a_303,36,60,16,True,0.4,10,1.2667108822063886e-26,239.38735814543656
a_304,36,60,16,True,0.5,10,2.347893246568924e-25,226.7073496946523
a_305,36,60,16,True,0.6,10,5.2853276535041915e-24,213.18341400380646
a_306,36,60,16,True,0.7,10,1.782639446432364e-22,197.90349803660231
a_307,36,60,16,True,0.8,10,4.927675863173805e-20,173.4877118292738
a_308,36,60,16,True,0.9,10,3.021945587460296e-17,145.61126666988508
a_309,36,60,16,True,1,10,2.9438343350280423e-05,25.689072630950307
a_310,37,60,16,True,0.1,10,4.0350141702141575e-29,265.98172140471195
a_311,37,60,16,True,0.2,10,5.799996082837159e-29,264.4058950444074
a_312,37,60,16,True,0.3,10,8.612888882017646e-28,252.68868360430076
a_313,37,60,16,True,0.4,10,1.4703485512837285e-26,240.36596906709175
a_314,37,60,16,True,0.5,10,2.5933164528948736e-25,227.90161689326214
a_315,37,60,16,True,0.6,10,5.132561903060267e-24,214.93683008653437
a_316,37,60,16,True,0.7,10,1.4747326097384286e-22,200.3530392105818
a_317,37,60,16,True,0.8,10,4.6176379948622664e-20,175.3959732127641
a_318,37,60,16,True,0.9,10,4.2099601184276824e-17,145.79739210749472
a_319,37,60,16,True,1,10,4.645624977128844e-05,25.28693488740686
a_320,38,60,16,True,0.1,10,1.150666542797892e-28,264.10035186743835
a_321,38,60,16,True,0.2,10,1.083826060789359e-27,254.36025082826143
a_322,38,60,16,True,0.3,10,1.7629230791714206e-28,262.24751308978506
a_323,38,60,16,True,0.4,10,4.365296596849895e-27,248.30970915454145
a_324,38,60,16,True,0.5,10,1.1744978856698079e-25,234.0113243301792
a_325,38,60,16,True,0.6,10,3.426851529570194e-24,219.3608938355072
a_326,38,60,16,True,0.7,10,1.3233668594033333e-22,203.4930441774766
a_327,38,60,16,True,0.8,10,6.06915631174262e-20,176.87856349353189
a_328,38,60,16,True,0.9,10,3.2376302518888105e-17,149.6075742205287
a_329,38,60,16,True,1,10,9.313520603877421e-06,35.01243637654159
a_330,39,60,16,True,0.1,10,6.485053727490729e-30,279.6429042124935
a_331,39,60,16,True,0.2,10,4.003573095389126e-28,261.7375623767147
a_332,39,60,16,True,0.3,10,2.0634551165360265e-28,264.6160897302172
a_333,39,60,16,True,0.4,10,4.920508862632377e-27,250.84193981356964
a_334,39,60,16,True,0.5,10,1.3008065146750427e-25,236.6199129645442
a_335,39,60,16,True,0.6,10,3.789098337245268e-24,221.97668123210929
a_336,39,60,16,True,0.7,10,1.4615099042336038e-22,206.11402236951153
a_337,39,60,16,True,0.8,10,6.93290859813157e-20,179.35288525297355
a_338,39,60,16,True,0.9,10,5.540361416790878e-17,150.3266590748375
a_339,39,60,16,True,1,10,3.1813802275701414e-06,42.74105033236044
a_340,4,60,16,True,0.1,10,2.1790214847821568e-27,249.97233143217977
a_341,4,60,16,True,0.2,10,1.3979417578630321e-27,251.90005577683132
a_342,4,60,16,True,0.3,10,5.642387620605378e-29,265.8403173755938
a_343,4,60,16,True,0.4,10,1.922128267354407e-27,250.5171228994088
a_344,4,60,16,True,0.5,10,6.216584443412308e-26,235.4194281825997
a_345,4,60,16,True,0.6,10,2.1156314572051226e-24,220.1005463965859
a_346,4,60,16,True,0.7,10,8.677623347600889e-23,203.97093859902785
a_347,4,60,16,True,0.8,10,1.8091443865986553e-20,180.78021426417843
a_348,4,60,16,True,0.9,10,1.0990658758489008e-16,142.9447092465444
a_349,4,60,16,True,1,10,7.170420382876504e-09,64.79928311558328
a_350,40,60,16,True,0.1,10,1.4593273830006498e-30,274.2082528811272
a_351,40,60,16,True,0.2,10,3.398993907517781e-30,270.53627633676774
a_352,40,60,16,True,0.3,10,1.0989550293297598e-28,255.4399809892342
a_353,40,60,16,True,0.4,10,3.655585120298097e-27,240.2202111890984
a_354,40,60,16,True,0.5,10,1.2361972752437556e-25,224.9289023780413
a_355,40,60,16,True,0.6,10,4.5111204867937695e-24,209.3069359305177
a_356,40,60,16,True,0.7,10,2.6507194130763936e-22,191.61614261007028
a_357,40,60,16,True,0.8,10,1.3559031596348955e-19,164.52749345637997
a_358,40,60,16,True,0.9,10,3.9727926021912384e-05,19.646689305326376
a_359,40,60,16,True,1,10,7.014093741644438e-05,17.04975296191065
a_360,41,60,16,True,0.1,10,6.471338447612344e-29,266.7770942872798
a_361,41,60,16,True,0.2,10,9.765148276907477e-30,274.99024700388026
a_362,41,60,16,True,0.3,10,1.1834804834996572e-28,264.15542442042926
a_363,41,60,16,True,0.4,10,3.194893115377304e-27,249.84247209031057
a_364,41,60,16,True,0.5,10,8.862881616735707e-26,235.41128594132513
a_365,41,60,16,True,0.6,10,2.681638509804087e-24,220.60303308815736
a_366,41,60,16,True,0.7,10,1.0319974060366752e-22,204.7502493684167
a_367,41,60,16,True,0.8,10,2.6905202022720492e-20,180.58867285132462
a_368,41,60,16,True,0.9,10,9.362637355754767e-18,155.17305339699573
a_369,41,60,16,True,1,10,1.221932003468151e-06,44.01603678208804
