rec_id,signal,N. of measurements,eta,direct_method,p,maxiter_stage,MSE,SNR [dB]
c_78,15,60,16,False,0.9,10,6.849265965615967e-17,145.56145206798647
c_79,15,60,16,False,1,10,0.00015045625046498579,22.048635280828492
c_80,16,60,16,False,0.1,10,1.761520692276975e-18,158.25063567840226
c_81,16,60,16,False,0.2,10,2.648385086647192e-18,156.4797018140419
c_82,16,60,16,False,0.3,10,1.5526462813603586e-18,158.79878790729953
c_83,16,60,16,False,0.4,10,2.2551206190155677e-18,157.17781542238126
c_84,16,60,16,False,0.5,10,2.564726656916914e-18,156.6191023219555
c_85,16,60,16,False,0.6,10,3.020646340259401e-18,155.9085143576054
c_86,16,60,16,False,0.7,10,1.445547451227669e-18,159.10918962298857
c_87,16,60,16,False,0.8,10,1.9349451895283068e-18,157.84282644236333
c_88,16,60,16,False,0.9,10,1.3811347320999735e-16,139.3071525602084
c_89,16,60,16,False,1,10,7.822453067761602e-08,51.77378288563957
c_90,17,60,16,False,0.1,10,1.1526277290666326e-18,160.0511373736743
c_91,17,60,16,False,0.2,10,6.911833873948374e-05,22.194781253275888
c_92,17,60,16,False,0.3,10,0.00012790209022493944,19.455786429669878
c_93,17,60,16,False,0.4,10,0.0001349049036265164,19.213623762382035
c_94,17,60,16,False,0.5,10,0.00013209450348153739,19.302660564053895
c_95,17,60,16,False,0.6,10,0.00013687611737024687,19.145094942435534
c_96,17,60,16,False,0.7,10,0.0001456055536584279,18.86771086416736
c_97,17,60,16,False,0.8,10,0.000178218271203969,18.001576602378734
c_98,17,60,16,False,0.9,10,0.00020408849127002282,17.440931498438538
c_99,17,60,16,False,1,10,0.00020748692089877163,17.375783342396225
c_100,18,60,16,False,0.1,10,1.9240696128787004e-18,158.8464981329214
c_101,18,60,16,False,0.2,10,2.8750962248624355e-18,157.10218207899692
c_102,18,60,16,False,0.3,10,2.4987599245927256e-18,157.7114606113725
c_103,18,60,16,False,0.4,10,2.632695462746015e-18,157.48469967233038
c_104,18,60,16,False,0.5,10,2.0565971348403788e-18,158.55721368435218
c_105,18,60,16,False,0.6,10,2.182931337175738e-18,158.29830517236581
c_106,18,60,16,False,0.7,10,1.8665349628153937e-18,158.97834467130383
c_107,18,60,16,False,0.8,10,1.4144613245618983e-18,160.18279515705106
c_108,18,60,16,False,0.9,10,2.208515203152895e-05,28.173575183787804
c_109,18,60,16,False,1,10,0.00025299252779695225,17.44432465107228
c_110,19,60,16,False,0.1,10,1.8763384585235693e-18,163.6073789407568
c_111,19,60,16,False,0.2,10,8.039120628659259e-18,157.28840527265368
c_112,19,60,16,False,0.3,10,7.190003692563267e-18,157.773199612981
c_113,19,60,16,False,0.4,10,3.826765551093746e-18,160.5121721900787
c_114,19,60,16,False,0.5,10,7.05479871374122e-18,157.85564445065958
c_115,19,60,16,False,0.6,10,1.0634862409136566e-17,156.07317194248975
c_116,19,60,16,False,0.7,10,6.843870201034529e-18,157.98747307127366
c_117,19,60,16,False,0.8,10,1.5173242993707547e-18,164.52970659196762
c_118,19,60,16,False,0.9,10,2.2662315966639693e-17,152.78744779590204
c_119,19,60,16,False,1,10,1.695886775896939e-14,124.04652112864468
c_120,2,60,16,False,0.1,10,1.6938550541623284e-18,157.11055382853877
c_121,2,60,16,False,0.2,10,1.5712934286057814e-18,157.4367433341633
c_122,2,60,16,False,0.3,10,1.4384833763852025e-18,157.8202677989892
c_123,2,60,16,False,0.4,10,8.264753895161732e-19,160.22701701956703
c_124,2,60,16,False,0.5,10,9.416713426745868e-19,159.66032273548024
c_125,2,60,16,False,0.6,10,9.097818311384625e-19,159.80994370412725
c_126,2,60,16,False,0.7,10,7.925723694544996e-19,160.4089270114554
c_127,2,60,16,False,0.8,10,2.5215457873986777e-19,165.38264770440745
c_128,2,60,16,False,0.9,10,1.0018616179706055e-16,139.39123869551042
c_129,2,60,16,False,1,10,9.092931075288569e-11,79.81207585652879
c_130,20,60,16,False,0.1,10,1.373339731379725e-18,158.49932720455018
c_131,20,60,16,False,0.2,10,1.1826358210743673e-18,159.14859676801694
c_132,20,60,16,False,0.3,10,1.4359123119019285e-18,158.30582787806188
c_133,20,60,16,False,0.4,10,4.990770464474123e-19,162.89543109512536
c_134,20,60,16,False,0.5,10,1.0715090235001462e-18,159.577148733652
c_135,20,60,16,False,0.6,10,8.577288217268114e-19,160.54360700789928
c_136,20,60,16,False,0.7,10,7.793116136755532e-19,160.959995553485
c_137,20,60,16,False,0.8,10,1.9072248883152642e-19,167.07308799234536
c_138,20,60,16,False,0.9,10,1.082205834397321e-17,149.53400828729394
c_139,20,60,16,False,1,10,1.552446499043932e-08,57.96471387742849
c_140,21,60,16,False,0.1,10,4.268081078407603e-20,170.8490800959835
c_141,21,60,16,False,0.2,10,1.4149131788831832e-22,195.6441087898179
c_142,21,60,16,False,0.3,10,8.69692030140922e-19,157.7577518054743
c_143,21,60,16,False,0.4,10,8.903601856560944e-19,157.6557493943456
c_144,21,60,16,False,0.5,10,8.089848009172832e-19,158.0720031160945
c_145,21,60,16,False,0.6,10,3.1811337232076576e-21,182.12558745231337
c_146,21,60,16,False,0.7,10,2.244871127248317e-19,163.6394925650052
c_147,21,60,16,False,0.8,10,1.7760086515659122e-19,164.65695594123065
c_148,21,60,16,False,0.9,10,6.609071573609081e-18,148.95000213067814
c_149,21,60,16,False,1,10,1.1602099633076985e-13,106.50603087240887
c_150,22,60,16,False,0.1,10,2.115671503213382e-18,157.3412805547721
c_151,22,60,16,False,0.2,10,1.0119023545985705e-18,160.54437684047545
c_152,22,60,16,False,0.3,10,1.5846026844932822e-18,158.59655904538408
c_153,22,60,16,False,0.4,10,1.6788189864888563e-18,158.34572418213685
c_154,22,60,16,False,0.5,10,9.797644885821732e-19,160.68454597802184
c_155,22,60,16,False,0.6,10,1.82216668089249e-18,157.9898819147926
c_156,22,60,16,False,0.7,10,1.684370758375517e-18,158.33138597457636
c_157,22,60,16,False,0.8,10,3.6483851656634046e-05,24.909689473557354
c_158,22,60,16,False,0.9,10,0.00010976383470059739,20.144401419882804
c_159,22,60,16,False,1,10,0.0001247120597326039,19.573366268280573
c_160,23,60,16,False,0.1,10,8.897850178013682e-18,158.6588512560217
c_161,23,60,16,False,0.2,10,1.2158419543091364e-17,157.30293087961795
c_162,23,60,16,False,0.3,10,1.1819218518437926e-17,157.42581451399886
c_163,23,60,16,False,0.4,10,1.1124508641992657e-17,157.68889376218246
c_164,23,60,16,False,0.5,10,5.818741955924732e-18,160.50341118611047
c_165,23,60,16,False,0.6,10,3.591106587364572e-18,162.59941920745177
c_166,23,60,16,False,0.7,10,4.797152121646556e-18,161.34186726575246
c_167,23,60,16,False,0.8,10,3.244323238673875e-05,33.03383484631788
c_168,23,60,16,False,0.9,10,5.2896011432187983e-05,30.909808866676535
c_169,23,60,16,False,1,10,8.877415445097546e-05,28.660877044635544
c_170,24,60,16,False,0.1,10,2.047973476157699e-18,159.64208851031586
c_171,24,60,16,False,0.2,10,8.794272412652335e-19,163.313332648428
c_172,24,60,16,False,0.3,10,8.300828584391004e-19,163.5641173343517
c_173,24,60,16,False,0.4,10,9.837037013688238e-19,162.82668873163647
c_174,24,60,16,False,0.5,10,2.413298516932065e-18,158.9292213230566
c_175,24,60,16,False,0.6,10,2.3458401813202784e-18,159.05234759217365
c_176,24,60,16,False,0.7,10,2.2176054280187027e-18,159.29648904649204
c_177,24,60,16,False,0.8,10,5.052618052892905e-19,165.72016710109767
c_178,24,60,16,False,0.9,10,2.3562522059561728e-17,149.033114003872
c_179,24,60,16,False,1,10,4.652498916320766e-05,26.007905160372147
c_180,25,60,16,False,0.1,10,7.675934899359304e-20,170.10411034088537
c_181,25,60,16,False,0.2,10,5.870583354938532e-05,21.28935946926514
c_182,25,60,16,False,0.3,10,7.245477062039285e-05,20.397240845120237
c_183,25,60,16,False,0.4,10,0.00010895444550919484,18.643407017365906
c_184,25,60,16,False,0.5,10,0.0001586263899195464,17.081034173225397
c_185,25,60,16,False,0.6,10,0.00017342980393943164,16.699814473361837
c_186,25,60,16,False,0.7,10,0.0001857950413164501,16.40410431416203
c_187,25,60,16,False,0.8,10,0.0002432310212598106,15.27613544143586
c_188,25,60,16,False,0.9,10,0.0003364921596398533,13.92928473028155
c_189,25,60,16,False,1,10,0.000380409406601222,13.433959562641515
c_190,26,60,16,False,0.1,10,5.432264976035023e-19,162.32833810778178
c_191,26,60,16,False,0.2,10,2.23322060392657e-19,166.18883130551197
c_192,26,60,16,False,0.3,10,1.2601647453697947e-18,158.6738743349745
c_193,26,60,16,False,0.4,10,2.3227707516274074e-18,156.01808408256548
c_194,26,60,16,False,0.5,10,1.3428718464989232e-18,158.39780190089095
c_195,26,60,16,False,0.6,10,1.2366081776543081e-18,158.75582642873403
c_196,26,60,16,False,0.7,10,3.7494338567596223e-19,163.93849059290193
c_197,26,60,16,False,0.8,10,2.5819666910894186e-18,155.55864120447322
c_198,26,60,16,False,0.9,10,6.283183020474289e-17,141.6963504055799
c_199,26,60,16,False,1,10,8.523563304957102e-06,30.321227806997598
c_200,27,60,16,False,0.1,10,3.7408238020240915e-18,160.05549999684447
c_201,27,60,16,False,0.2,10,3.535951127315865e-18,160.30010997095945
c_202,27,60,16,False,0.3,10,5.1275511020030535e-18,158.6860725300544
c_203,27,60,16,False,0.4,10,6.236662331206346e-18,157.8356502117853
c_204,27,60,16,False,0.5,10,3.4730553785689874e-18,160.37805543669717
c_205,27,60,16,False,0.6,10,3.7708289692252785e-18,160.02080418190562
c_206,27,60,16,False,0.7,10,2.3708703319921384e-18,162.03609450380986
c_207,27,60,16,False,0.8,10,5.329312271696885e-18,158.51846084079168
c_208,27,60,16,False,0.9,10,5.950577383695311e-17,148.03958142319883
c_209,27,60,16,False,1,10,0.0001235182882726845,24.845069577378894
c_210,28,60,16,False,0.1,10,4.0817008342769545e-18,157.98350131415697
c_211,28,60,16,False,0.2,10,1.4913809539387889e-18,162.3560271210241
c_212,28,60,16,False,0.3,10,3.3915810323688147e-18,158.78789104971756
c_213,28,60,16,False,0.4,10,2.4181666810111838e-18,160.25705071906853
c_214,28,60,16,False,0.5,10,2.231583229473178e-18,160.60578215771298
c_215,28,60,16,False,0.6,10,2.3038180873317945e-18,160.4674311880908
c_216,28,60,16,False,0.7,10,2.534740972757444e-18,160.05257720534135
c_217,28,60,16,False,0.8,10,3.58069509820106e-18,158.5522396487088
c_218,28,60,16,False,0.9,10,4.001599771656638e-17,148.0695765546707
c_219,28,60,16,False,1,10,4.236041076489686e-05,27.798893411385844
c_220,29,60,16,False,0.1,10,1.7806773321773997e-18,157.99980191191568
c_221,29,60,16,False,0.2,10,2.9347189746435093e-18,155.82998903444957
c_222,29,60,16,False,0.3,10,1.0656049015595709e-18,160.22969212429211
c_223,29,60,16,False,0.4,10,2.3472187305278256e-19,166.80011860665093
c_224,29,60,16,False,0.5,10,1.5618180575650044e-18,158.56934982579241
c_225,29,60,16,False,0.6,10,1.2503572366579539e-18,159.53531310117367
c_226,29,60,16,False,0.7,10,1.3449577317545867e-18,159.21856784239864
c_227,29,60,16,False,0.8,10,1.1660382680344525e-18,159.83852618254784
c_228,29,60,16,False,0.9,10,1.2646183703096825e-13,109.4860574960625
c_229,29,60,16,False,1,10,5.3148017313829014e-05,23.264427691884
c_230,3,60,16,False,0.1,10,8.350213681586596e-19,162.8152238484985
c_231,3,60,16,False,0.2,10,1.1552796085804275e-18,161.40532866133583
c_232,3,60,16,False,0.3,10,9.302486400961167e-19,162.34620929661855
c_233,3,60,16,False,0.4,10,1.6279039973829763e-18,159.9159118351096
c_234,3,60,16,False,0.5,10,1.861058400876564e-18,159.33459972053805
c_235,3,60,16,False,0.6,10,7.854443019838179e-19,163.08104579490436
c_236,3,60,16,False,0.7,10,1.1864268197758535e-18,161.28979018796625
c_237,3,60,16,False,0.8,10,5.344239200402752e-19,164.75334084933817
c_238,3,60,16,False,0.9,10,1.2097779798644597e-16,141.2051428526072
c_239,3,60,16,False,1,10,3.647426205145396e-05,26.329511794739417
c_240,30,60,16,False,0.1,10,8.80901282210848e-18,159.221396762802
c_241,30,60,16,False,0.2,10,7.16704195438675e-18,160.1172697047798
c_242,30,60,16,False,0.3,10,7.952266052502813e-18,159.6657601540024
c_243,30,60,16,False,0.4,10,1.0296957304996649e-17,158.5435800482321
c_244,30,60,16,False,0.5,10,9.157862155671065e-18,159.0527281366295
c_245,30,60,16,False,0.6,10,1.0764907808141536e-17,158.35056603718013
c_246,30,60,16,False,0.7,10,8.271566514672787e-18,159.49479151732825
c_247,30,60,16,False,0.8,10,6.121687251590733e-19,170.8019577998405
c_248,30,60,16,False,0.9,10,2.989366603672425e-17,153.9148774434988
c_249,30,60,16,False,1,10,3.707221452383651e-09,72.98052923145718
c_250,31,60,16,False,0.1,10,1.6777659726782655e-17,157.29025173088365
c_251,31,60,16,False,0.2,10,2.624644166580523e-17,155.34686122432174
c_252,31,60,16,False,0.3,10,1.7363389389600875e-17,157.1412205075227
c_253,31,60,16,False,0.4,10,1.6171113401963292e-17,157.45016632491308
c_254,31,60,16,False,0.5,10,1.1870306281549949e-17,158.7929463083865
c_255,31,60,16,False,0.6,10,1.8892365612913258e-17,156.7747021418871
c_256,31,60,16,False,0.7,10,2.5355423127338404e-17,155.49685692792366
c_257,31,60,16,False,0.8,10,2.3911821731551932e-17,155.75143891665508
c_258,31,60,16,False,0.9,10,9.955494800389282e-17,149.55693702992056
c_259,31,60,16,False,1,10,6.075763635655838e-08,61.700679245195424
c_260,32,60,16,False,0.1,10,4.009964002663601e-18,156.9580268596278
c_261,32,60,16,False,0.2,10,4.303251653624981e-18,156.65146414031614
c_262,32,60,16,False,0.3,10,3.790125926515739e-18,157.20289521446912
c_263,32,60,16,False,0.4,10,2.782981888971893e-18,158.54432779941484
c_264,32,60,16,False,0.5,10,3.484830675797083e-18,157.56761475748957
c_265,32,60,16,False,0.6,10,3.2666605208296616e-18,157.84839155147282
c_266,32,60,16,False,0.7,10,4.1155631650109346e-18,156.8451388706352
c_267,32,60,16,False,0.8,10,2.9109594612970595e-18,158.34906999084424
c_268,32,60,16,False,0.9,10,7.225867151103471e-17,144.40053176135996
c_269,32,60,16,False,1,10,8.141424781148504e-06,33.8569520012192
c_270,33,60,16,False,0.1,10,1.1926838164745547e-17,157.38788918992248
c_271,33,60,16,False,0.2,10,8.775557686685714e-18,158.72039519043793
c_272,33,60,16,False,0.3,10,7.347697471325746e-18,159.49162978887802
c_273,33,60,16,False,0.4,10,6.690860131933041e-20,179.89832293727542
c_274,33,60,16,False,0.5,10,2.654684333032322e-18,163.913013583779
c_275,33,60,16,False,0.6,10,8.709326351773557e-18,158.7532968099777
c_276,33,60,16,False,0.7,10,8.424860450458503e-18,158.8975152942118
c_277,33,60,16,False,0.8,10,1.8040913769998175e-18,165.59055714469588
c_278,33,60,16,False,0.9,10,2.1414755346225597e-17,154.84601128871884
c_279,33,60,16,False,1,10,8.925202372661153e-07,48.646560538022186
c_280,34,60,16,False,0.1,10,4.494388407229966e-19,166.79357162906655
c_281,34,60,16,False,0.2,10,5.309249818223992e-18,156.06994601402673
c_282,34,60,16,False,0.3,10,4.091761659488919e-18,157.20117432080963
c_283,34,60,16,False,0.4,10,8.787170466135852e-19,163.8817871283578
c_284,34,60,16,False,0.5,10,2.1916230457922303e-18,159.91261903220413
c_285,34,60,16,False,0.6,10,2.1689662362560436e-18,159.95774974454216
c_286,34,60,16,False,0.7,10,3.6076157436778934e-22,197.74807490499785
c_287,34,60,16,False,0.8,10,6.898121931251755e-20,174.9329689738471
c_288,34,60,16,False,0.9,10,1.1811440211665399e-16,142.5972490379856
c_289,34,60,16,False,1,10,1.1890326027049664e-08,62.567507456310864
c_290,35,60,16,False,0.1,10,4.009133687124531e-18,159.88637540277327
c_291,35,60,16,False,0.2,10,8.961733010040828e-18,156.39296075992402
c_292,35,60,16,False,0.3,10,6.557305441028234e-18,157.74962666312112
c_293,35,60,16,False,0.4,10,3.84237017913121e-19,170.07088875623145
c_294,35,60,16,False,0.5,10,4.588591662494973e-18,159.3000866859277
c_295,35,60,16,False,0.6,10,8.07240954319322e-19,166.84684891272423
c_296,35,60,16,False,0.7,10,8.367457788598924e-19,166.69094547896532
c_297,35,60,16,False,0.8,10,9.18201291812844e-19,166.28750178743866
c_298,35,60,16,False,0.9,10,3.732509363827972e-05,30.190865189665544
c_299,35,60,16,False,1,10,3.927173713574522e-05,29.966017519370553
c_300,36,60,16,False,0.1,10,7.650531480366948e-19,161.5772170851372
c_301,36,60,16,False,0.2,10,8.254068384083771e-19,161.24745252262
c_302,36,60,16,False,0.3,10,2.532203163560986e-19,166.3791476831923
c_303,36,60,16,False,0.4,10,1.8434359758111333e-18,157.75785255375547
c_304,36,60,16,False,0.5,10,1.951371016440169e-18,157.5107346428701
c_305,36,60,16,False,0.6,10,6.257720984855369e-19,162.44997120825477
c_306,36,60,16,False,0.7,10,2.1716880998644177e-19,167.04615865491664
c_307,36,60,16,False,0.8,10,5.0460452879837456e-20,173.38462171649263
c_308,36,60,16,False,0.9,10,2.860652987513561e-17,145.84948124550536
c_309,36,60,16,False,1,10,2.943636660692828e-05,25.689370307771608
c_310,37,60,16,False,0.1,10,6.392188223088808e-19,163.98367649319022
c_311,37,60,16,False,0.2,10,3.7166150297688086e-19,166.33869625451518
c_312,37,60,16,False,0.3,10,9.837004041345841e-28,252.11154354882112
c_313,37,60,16,False,0.4,10,1.9392814989065095e-23,209.16376350466504
c_314,37,60,16,False,0.5,10,2.199469184494279e-18,158.61699323298384
c_315,37,60,16,False,0.6,10,1.7504951307032393e-18,159.60856298754143
c_316,37,60,16,False,0.7,10,1.3628798558988838e-18,160.69559631720568
c_317,37,60,16,False,0.8,10,1.0144280362845232e-19,171.97795960387577
c_318,37,60,16,False,0.9,10,4.16298306375754e-17,145.84612547242455
c_319,37,60,16,False,1,10,4.645840651172683e-05,25.286741731798003
c_320,38,60,16,False,0.1,10,3.2604001795468952e-18,159.57713764839428
c_321,38,60,16,False,0.2,10,6.097849414401262e-19,166.8580797723323
c_322,38,60,16,False,0.3,10,3.3426149266201007e-18,159.46898322385212
c_323,38,60,16,False,0.4,10,1.9038742712412117e-18,161.9134640768813
c_324,38,60,16,False,0.5,10,3.8942344886635925e-18,158.80562574589985
c_325,38,60,16,False,0.6,10,3.727542556051596e-18,158.99562061686237
c_326,38,60,16,False,0.7,10,5.097080192934258e-18,157.63663206000456
c_327,38,60,16,False,0.8,10,3.496797018768381e-18,159.2731424713616
c_328,38,60,16,False,0.9,10,3.8687910534339027e-17,148.83409396632968
c_329,38,60,16,False,1,10,9.31398036413562e-06,35.01222299245647
c_330,39,60,16,False,0.1,10,8.371400753602517e-18,158.5340586595411
c_331,39,60,16,False,0.2,10,4.443723567856537e-18,161.28456965381073
c_332,39,60,16,False,0.3,10,7.665422551616155e-18,158.91667899704402
c_333,39,60,16,False,0.4,10,8.052581250409792e-18,158.70268884473518
c_334,39,60,16,False,0.5,10,1.1114192085203276e-17,157.30326096373327
c_335,39,60,16,False,0.6,10,5.8472948041753905e-18,160.09249008295825
c_336,39,60,16,False,0.7,10,7.228821263338201e-18,159.17136513788992
c_337,39,60,16,False,0.8,10,7.207001677437741e-18,159.1844937652911
c_338,39,60,16,False,0.9,10,5.374949302798959e-17,150.45829630589577
c_339,39,60,16,False,1,10,3.1814254079529003e-06,42.74098930928296
c_340,4,60,16,False,0.1,10,2.897049716854006e-18,158.73538705082498
c_341,4,60,16,False,0.2,10,9.236470544634996e-19,163.69988604561183
c_342,4,60,16,False,0.3,10,9.340411505115688e-19,163.65128644249083
c_343,4,60,16,False,0.4,10,2.65815537320899e-18,159.1091429102088
c_344,4,60,16,False,0.5,10,1.4671988905970026e-18,161.69005664355385
c_345,4,60,16,False,0.6,10,1.1697707319750816e-18,162.67393904784115
c_346,4,60,16,False,0.7,10,3.1872021169029516e-18,158.3208505223399
c_347,4,60,16,False,0.8,10,2.067510724348427e-18,160.2004688646087
c_348,4,60,16,False,0.9,10,1.256934676651714e-16,142.36181941193314
c_349,4,60,16,False,1,10,7.1697245950798625e-09,64.79970394657416
c_350,40,60,16,False,0.1,10,4.0883342267638467e-19,159.73431627085313
c_351,40,60,16,False,0.2,10,3.976378250457426e-19,159.85490330139714
c_352,40,60,16,False,0.3,10,5.821795703225445e-19,158.19921059208494
c_353,40,60,16,False,0.4,10,4.555337349929002e-19,159.26457475362218
c_354,40,60,16,False,0.5,10,4.02127075148291e-19,159.80614702777615
c_355,40,60,16,False,0.6,10,2.1420732839768625e-19,162.5414369396685
c_356,40,60,16,False,0.7,10,2.2108556746586013e-19,162.40417627306658
c_357,40,60,16,False,0.8,10,7.232687310725076e-19,157.2567832722155
c_358,40,60,16,False,0.9,10,3.962201677847888e-05,19.659239969131196
c_359,40,60,16,False,1,10,7.013843844374424e-05,17.049924186778153
c_360,41,60,16,False,0.1,10,2.887943826751338e-18,160.2811480017442
c_361,41,60,16,False,0.2,10,4.4788733811052355e-18,158.37534758263433
c_362,41,60,16,False,0.3,10,4.07746587984875e-18,158.78313209831936
c_363,41,60,16,False,0.4,10,1.4393644318540791e-18,163.30532777223607
c_364,41,60,16,False,0.5,10,2.5634167341896718e-18,160.79884326088333
c_365,41,60,16,False,0.6,10,3.2070162004719413e-18,159.82602389251082
c_366,41,60,16,False,0.7,10,2.3684419479152576e-18,161.14240797713512
c_367,41,60,16,False,0.8,10,1.539856746285688e-18,163.01223220756216
c_368,41,60,16,False,0.9,10,9.485045846026678e-18,155.11664106584243
c_369,41,60,16,False,1,10,1.2219317190119642e-06,44.01603762113172
c_370,42,60,16,False,0.1,10,2.9635048993701927e-21,183.2913419107908
c_371,42,60,16,False,0.2,10,1.8092583762798848e-23,205.4343924857223
c_372,42,60,16,False,0.3,10,4.412343309670413e-21,181.56270544211515
