rec_id,actual_img,zeros_pct_in_synthetic_image,Algorithm,ideal_measurements,N. angles,p,SSIM,MSE,PSNR [dB],SNR [dB]
449,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,180,1.0,0.9999977609788147,2.1097937244459712e-08,76.75760003808504,68.3185470269299
450,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,190,0.1,0.9999993078228541,7.0156622462618985e-09,81.53931327298166,73.10026026182652
451,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,190,0.2,0.9999992159573381,8.197647567426145e-09,80.86310756769967,72.42405455654452
452,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,190,0.3,0.9999993435611174,7.006318260678331e-09,81.54510138825768,73.10604837710252
453,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,190,0.4,0.9999996477636351,3.2668795005165185e-09,84.85866884265266,76.41961583149752
454,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,190,0.5,0.9999996248699974,3.4882227390837978e-09,84.57395791151609,76.13490490036094
455,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,190,0.6,0.9999992977171304,7.496345558078072e-09,81.25150402041909,72.81245100926395
456,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,190,0.7,0.9999992455266725,7.350633314373305e-09,81.3367524144796,72.89769940332447
457,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,190,0.8,0.9999991871275401,8.000828933089109e-09,80.96865015205967,72.52959714090454
458,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,190,0.9,0.9999990863224615,8.966241611716719e-09,80.47389562456446,72.03484261340934
459,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,190,1.0,0.9999988909278037,1.0790866203309924e-08,79.66943692275508,71.23038391159994
460,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,200,0.1,0.9999998995412405,9.258546034192355e-10,90.33457209744206,81.89551908628694
461,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,200,0.2,0.9999999002211032,9.194043156470486e-10,90.36493462020013,81.925881609045
462,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,200,0.3,0.9999999025016177,9.001841292461084e-10,90.45668648186697,82.01763347071181
463,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,200,0.4,0.9999999032895142,8.9459162810532e-10,90.48375170420768,82.04469869305255
464,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,200,0.5,0.99999990517279,8.783217966382287e-10,90.56346339561148,82.12441038445634
465,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,200,0.6,0.9999999054339848,8.754361914155416e-10,90.57775503179653,82.13870202064138
466,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,200,0.7,0.9999999029996974,8.963661170107154e-10,90.4751456832773,82.03609267212218
467,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,200,0.8,0.999999898293766,9.388077607785762e-10,90.27423328905806,81.83518027790292
468,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,200,0.9,0.9999997501637145,2.302595504370013e-09,86.37782347597687,77.93877046482174
469,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,200,1.0,0.9999995339938544,4.24415822734908e-09,83.72208433445616,75.28303132330103
470,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,210,0.1,0.9999999343887903,5.953587026192619e-10,92.25221293717848,83.81315992602333
471,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,210,0.2,0.9999999359454425,5.808978017553277e-10,92.35900266986222,83.91994965870708
472,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,210,0.3,0.9999999373387505,5.670944991340131e-10,92.46344565387832,84.0243926427232
473,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,210,0.4,0.9999999389678119,5.52572349328915e-10,92.57610850932936,84.13705549817423
474,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,210,0.5,0.9999999404993426,5.394294869849706e-10,92.6806531727348,84.24160016157967
475,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,210,0.6,0.9999999410694911,5.356954156603966e-10,92.71082070188484,84.27176769072972
476,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,210,0.7,0.9999999390948505,5.554817322571746e-10,92.55330218829968,84.11424917714454
477,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,210,0.8,0.9999999347798818,5.964295617433861e-10,92.2444083908917,83.80535537973658
478,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,210,0.9,0.9999999020026388,9.095035810031396e-10,90.41195586642453,81.9729028552694
479,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,210,1.0,0.999999720606009,2.7294094262245646e-09,85.63931312914545,77.20026011799033
480,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,220,0.1,0.9999999510348725,4.4119741716284605e-10,93.5536703865072,85.11461737535207
481,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,220,0.2,0.9999999517735707,4.3529217665147966e-10,93.61219138189774,85.17313837074262
482,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,220,0.3,0.999999953356429,4.2206588192077095e-10,93.74619753015956,85.30714451900444
483,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,220,0.4,0.9999999543399717,4.131223453659042e-10,93.83921313842947,85.40016012727433
484,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,220,0.5,0.9999999551640999,4.054858472411668e-10,93.92024299461036,85.48118998345522
485,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,220,0.6,0.9999999541763744,4.154066783780874e-10,93.81526525712722,85.3762122459721
486,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,220,0.7,0.9999999515220147,4.402983892521952e-10,93.56252903321221,85.12347602205708
487,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,220,0.8,0.9999999470698557,4.81385226146463e-10,93.17507242481271,84.73601941365759
488,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,220,0.9,0.9999999408890256,5.382783833020028e-10,92.68993060647178,84.25087759531665
489,191F3B3A-2879-4EF3-BE56-EE0D2B5AAEE3,0.6,irls_drs,True,220,1.0,0.9999999251690996,6.750498100086539e-10,91.70664180630024,83.26758879514509
490,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,160,0.1,0.9999999999996461,4.9865385987646425e-15,143.02200814913957,138.25228662451744
491,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,160,0.2,0.9999999999992896,1.0069947337904844e-14,139.96972800639742,135.20000648177532
492,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,160,0.3,0.9999999999984245,2.2396607528007455e-14,136.4981776039108,131.7284560792887
493,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,160,0.4,0.9999999999962387,5.3414220516989026e-14,132.7234310495874,127.95370952496526
494,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,160,0.5,0.9999999999903092,1.3757448796919993e-13,128.61462094890163,123.84489942427953
495,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,160,0.6,0.9999999999724188,3.9111596171318225e-13,124.07694459827712,119.30722307365501
496,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,160,0.7,0.9999999999113613,1.2563837428059503e-12,119.008776918655,114.23905539403287
497,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,160,0.8,0.9999999996432034,5.047841438593844e-12,112.96894295488421,108.1992214302621
498,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,160,0.9,0.9999999974669966,3.5741528818135484e-11,104.46826874799605,99.69854722337394
499,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,160,1.0,0.999999971809549,3.9837923287460173e-10,93.99703309010987,89.22731156548775
500,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,170,0.1,0.9999999999997847,3.070545980766058e-15,145.127843947666,140.3581224230439
501,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,170,0.2,0.9999999999995496,6.359049892785191e-15,141.96607767550387,137.19635615088177
502,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,170,0.3,0.9999999999990137,1.3994880618338682e-14,138.54030801879338,133.77058649417128
503,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,170,0.4,0.9999999999976366,3.3589153079021894e-14,134.73800946374007,129.96828793911794
504,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,170,0.5,0.9999999999940333,8.504798667743874e-14,130.70335962888896,125.93363810426683
505,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,170,0.6,0.9999999999834086,2.3669679549093873e-13,126.25807621707686,121.48835469245475
506,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,170,0.7,0.9999999999489604,7.294351716614028e-13,121.37013299851135,116.60041147388924
507,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,170,0.8,0.9999999998142948,2.660501948292529e-12,115.75036418704158,110.98064266241947
508,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,170,0.9,0.9999999990408592,1.3820179708612011e-11,108.59486309642637,103.82514157180425
509,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,170,1.0,0.9999999909562856,1.3164076689409915e-10,98.80609596319131,94.0363744385692
510,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,180,0.1,0.9999999999998439,2.2484496363384865e-15,146.48116835872446,141.71144683410233
511,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,180,0.2,0.9999999999996769,4.545492824441163e-15,143.42419023480022,138.6544687101781
512,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,180,0.3,0.9999999999992809,1.0082111896749631e-14,139.96448486835257,135.19476334373047
513,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,180,0.4,0.9999999999982726,2.437360492972376e-14,136.13080232600157,131.36108080137947
514,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,180,0.5,0.9999999999957024,6.065681167434888e-14,132.17120421401347,127.40148268939136
515,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,180,0.6,0.9999999999880739,1.6848414913031148e-13,127.7344095098877,122.96468798526558
516,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,180,0.7,0.9999999999640038,5.087656339244587e-13,122.93482232070801,118.1651007960859
517,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,180,0.8,0.9999999998744908,1.776957570980207e-12,117.5032294186783,112.73350789405619
518,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,180,0.9,0.9999999994332894,8.03795015605007e-12,110.9485469122927,106.17882538767057
519,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,180,1.0,0.9999999957688843,6.014680185073946e-11,102.20787460186182,97.4381530772397
520,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,190,0.1,0.9999999999998787,1.7201300841890638e-15,147.64438708494058,142.87466556031845
521,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,190,0.2,0.999999999999743,3.565363047818397e-15,144.47896240949152,139.70924088486942
522,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,190,0.3,0.9999999999994219,8.09286450665557e-15,140.91897730644692,136.1492557818248
523,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,190,0.4,0.9999999999986198,1.9334599448922244e-14,137.13664820690718,132.36692668228505
524,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,190,0.5,0.9999999999965308,4.8687802846315863e-14,133.12579823590295,128.35607671128085
525,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,190,0.6,0.9999999999905173,1.3337146521149522e-13,128.7493707766671,123.97964925204496
526,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,190,0.7,0.9999999999713656,4.0339522748315783e-13,123.94269244174791,119.17297091712578
527,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,190,0.8,0.9999999999007613,1.4013389776663712e-12,118.53456798102454,113.76484645640241
528,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,190,0.9,0.9999999995499068,6.383704237922631e-12,111.94927242398813,107.17955089936602
529,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,190,1.0,0.9999999968983095,4.4445093272002864e-11,103.52176178057503,98.75204025595292
530,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,200,0.1,0.9999999999999108,1.2659296957491675e-15,148.97590412482964,144.2061826002075
531,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,200,0.2,0.9999999999998224,2.46784909630618e-15,146.0768140000557,141.3070924754336
532,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,200,0.3,0.9999999999996121,5.431962650092196e-15,142.6504322490477,137.88071072442557
533,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,200,0.4,0.9999999999990794,1.2919487415342148e-14,138.88754716766977,134.11782564304764
534,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,200,0.5,0.999999999997685,3.258550094548317e-14,134.86975598093676,130.10003445631466
535,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,200,0.6,0.9999999999937657,8.804483743330146e-14,130.55296104091494,125.78323951629281
536,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,200,0.7,0.9999999999817737,2.582775706376985e-13,125.87913307226721,121.1094115476451
537,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,200,0.8,0.9999999999386023,8.729195869259863e-13,120.5902576152102,115.82053609058809
538,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,200,0.9,0.9999999997345056,3.798560887603465e-12,114.20380907843804,109.43408755381591
539,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,200,1.0,0.999999998084079,2.772174265109335e-11,105.57179472474176,100.80207320011965
540,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,210,0.1,0.9999999999999446,7.908110970799844e-16,151.01927245065514,146.249550926033
541,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,210,0.2,0.9999999999998863,1.6094108321927264e-15,147.93333079965885,143.16360927503672
542,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,210,0.3,0.9999999999997519,3.529773324709583e-15,144.52253183277526,139.75281030815313
543,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,210,0.4,0.9999999999994044,8.34101105408381e-15,140.78781303247632,136.0180915078542
544,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,210,0.5,0.999999999998502,2.1052854352340217e-14,136.7668901405956,131.99716861597346
545,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,210,0.6,0.9999999999961272,5.452184060151521e-14,132.63429491252836,127.86457338790625
546,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,210,0.7,0.9999999999888178,1.574269954452804e-13,128.02920793148135,123.25948640685924
547,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,210,0.8,0.9999999999650997,4.915043646425328e-13,123.08472621205698,118.31500468743486
548,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,210,0.9,0.9999999998723158,1.799241140214452e-12,117.44910627178997,112.67938474716786
549,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,210,1.0,0.9999999994051729,8.389147094084424e-12,110.76282190680428,105.99310038218215
550,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,220,0.1,0.9999999999999569,5.657190902483225e-16,152.47399165700787,147.70427013238574
551,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,220,0.2,0.9999999999999117,1.1930377766998382e-15,149.2334580448344,144.4637365202123
552,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,220,0.3,0.9999999999998086,2.6363648954293498e-15,145.78994479850417,141.02022327388204
553,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,220,0.4,0.9999999999995576,6.209341198476295e-15,142.06954475353854,137.2998232289164
554,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,220,0.5,0.9999999999988753,1.5735191139044714e-14,138.03127977242136,133.26155824779926
555,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,220,0.6,0.9999999999970296,4.159323736232831e-14,133.80977275502397,129.04005123040184
556,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,220,0.7,0.9999999999915453,1.1840107660545407e-13,129.26644348612405,124.49672196150195
557,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,220,0.8,0.9999999999738665,3.663642419011244e-13,124.36086921201955,119.59114768739744
558,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,220,0.9,0.9999999999062528,1.3164009347665224e-12,118.80611817988269,114.03639665526057
559,3ED3C0E1-4FE0-4238-8112-DDFF9E20B471,0.9,irls_drs,True,220,1.0,0.9999999995840101,5.853326097321147e-12,112.32597280033765,107.55625127571554
560,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,160,0.1,0.9999039344303825,1.4534982113898136e-06,58.37585498316678,51.43795706452053
561,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,160,0.2,0.9999056497512199,1.4234995733361444e-06,58.46642658687582,51.528528668229555
562,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,160,0.3,0.9999118381041029,1.3237820579606226e-06,58.78183509470433,51.84393717605807
563,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,160,0.4,0.9999008216391265,1.40188920899172e-06,58.53286307214429,51.59496515349802
564,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,160,0.5,0.9999030408586528,1.3424414251225698e-06,58.72104654828425,51.783148629637985
565,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,160,0.6,0.9999040472990688,1.3387402378228253e-06,58.73303683050946,51.795138911863205
566,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,160,0.7,0.9999097275662803,1.2983376967621538e-06,58.8661233313993,51.92822541275305
567,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,160,0.8,0.9998991748581726,1.4251329000516811e-06,58.46144633853516,51.5235484198889
568,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,160,0.9,0.9998809913892271,1.6541247783941588e-06,57.81431732677022,50.876419408123965
569,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,160,1.0,0.9998816716975131,1.643281228313689e-06,57.842881057961435,50.90498313931518
570,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,170,0.1,0.9999299742631123,1.0370811528308235e-06,59.84187258222694,52.90397466358069
571,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,170,0.2,0.9999364930329274,9.497061704562366e-07,60.22410740277302,53.286209484126765
572,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,170,0.3,0.9999341077835703,9.822358238667372e-07,60.0778423043255,53.13994438567925
573,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,170,0.4,0.9999344909167462,9.77123676923016e-07,60.10050463092057,53.16260671227432
574,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,170,0.5,0.9999346330861836,9.731618649529775e-07,60.11814917995419,53.18025126130793
575,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,170,0.6,0.9999356022660518,9.601120727476962e-07,60.17678069319765,53.2388827745514
576,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,170,0.7,0.9999297633658436,1.0303952095846958e-06,59.86996169060126,52.932063771955
577,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,170,0.8,0.9999297069158107,1.0310884111959682e-06,59.86704094320424,52.92914302455799
578,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,170,0.9,0.9999223973578864,1.135857619790422e-06,59.44676104201327,52.50886312336701
579,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,170,1.0,0.9999146065363164,1.2340845425550368e-06,59.086550873793904,52.148652955147654
580,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,180,0.1,0.9999652650246845,5.291371700237642e-07,62.764317297376195,55.82641937872993
581,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,180,0.2,0.9999650530728443,5.373529228825691e-07,62.69740384475047,55.75950592610422
582,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,180,0.3,0.9999651487786875,5.341734560753503e-07,62.72317696558783,55.78527904694157
583,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,180,0.4,0.9999697868653333,4.7290765557337294e-07,63.25223655436127,56.31433863571502
584,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,180,0.5,0.9999719131485394,4.477720244325237e-07,63.48943043437009,56.55153251572383
585,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,180,0.6,0.9999664241262199,5.241757757261119e-07,62.805230534229366,55.867332615583116
586,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,180,0.7,0.9999660492209151,5.298069573352218e-07,62.75882342919768,55.82092551055143
587,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,180,0.8,0.99996433865655,5.600423698575375e-07,62.517791153165696,55.57989323451943
588,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,180,0.9,0.9999593708410778,6.406485255194044e-07,61.93380169064085,54.9959037719946
589,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,180,1.0,0.9999526164134263,7.297646732956138e-07,61.36817163942209,54.43027372077584
590,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,190,0.1,0.9999963133799226,6.18045221399549e-08,72.08979747102481,65.15189955237855
591,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,190,0.2,0.9999963691158753,6.104229387399885e-08,72.14369154638669,65.20579362774043
592,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,190,0.3,0.9999964630640091,5.975730157043159e-08,72.23609021961244,65.29819230096618
593,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,190,0.4,0.9999964685387444,5.962752101227668e-08,72.2455324587929,65.30763454014664
594,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,190,0.5,0.9999965198341372,5.886112325163555e-08,72.30171454480164,65.36381662615538
595,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,190,0.6,0.9999965692354716,5.803033722950428e-08,72.36344905629036,65.4255511376441
596,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,190,0.7,0.9999965158457184,5.8849785611419756e-08,72.3025511494369,65.36465323079064
597,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,190,0.8,0.9999907756434017,1.4458825085861107e-07,68.39866996077332,61.46077204212706
598,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,190,0.9,0.999985628018815,2.2045934626229875e-07,66.56671484752826,59.628816928882
599,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,190,1.0,0.9999784968943825,3.2950333549951244e-07,64.8214018476739,57.88350392902764
600,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,200,0.1,0.9999975824536254,4.033199805357295e-08,73.94350262442,67.00560470577375
601,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,200,0.2,0.9999976035130811,4.001509556672939e-08,73.97776141557635,67.0398634969301
602,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,200,0.3,0.9999976256270625,3.960067324265874e-08,74.02297430663218,67.08507638798592
603,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,200,0.4,0.9999976796058357,3.879931161434763e-08,74.11175979682658,67.17386187818032
604,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,200,0.5,0.9999977410703671,3.7922672134525365e-08,74.21101068686488,67.27311276821862
605,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,200,0.6,0.9999977594086079,3.7640007619052663e-08,74.24350297335317,67.30560505470692
606,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,200,0.7,0.9999977577203646,3.7594899849317016e-08,74.24871067772703,67.31081275908079
607,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,200,0.8,0.9999976941203926,3.872294859478147e-08,74.12031580348999,67.18241788484373
608,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,200,0.9,0.9999912308361238,1.3315258820625736e-07,68.7565038737171,61.81860595507083
609,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,200,1.0,0.9999841068544773,2.35603217410613e-07,66.27818783094892,59.340289912302666
610,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,210,0.1,0.9999986527680631,2.256218823146057e-08,76.46618781871233,69.52828990006607
611,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,210,0.2,0.9999986847471471,2.197094405673482e-08,76.581512817312,69.64361489866575
612,1-s20-S0929664620300449-gr3_lrg-c,0.6,irls_drs,True,210,0.3,0.999998697264243,2.17241088817727e-08,76.63058029179237,69.69268237314611
