rec_id,phantom,Algorithm,ideal_measurements,N. angles,p,SSIM,MSE,PSNR [dB],SNR [dB]
irls_cg#2_331,000308150214_all_slices_5,irls_cg,True,200,0.8,0.9996090567970276,9.546712740649775e-07,60.20146145103222,45.804959190498316
irls_cg#2_332,000308150214_all_slices_5,irls_cg,True,200,0.7,0.9996015480041504,9.868561217974322e-07,60.057461604653604,45.660959344119696
irls_cg#2_333,000308150214_all_slices_5,irls_cg,True,210,1,0.9997615680456161,4.913196191393412e-07,63.08635893480005,48.689856674266146
irls_cg#2_334,000308150214_all_slices_5,irls_cg,True,210,0.9,0.999794610739708,4.370744152364036e-07,63.59444614802621,49.1979438874923
irls_cg#2_335,000308150214_all_slices_5,irls_cg,True,210,0.8,0.9997970211887359,4.4302805159398327e-07,63.53568774303392,49.13918548250001
irls_cg#2_336,000308150214_all_slices_5,irls_cg,True,210,0.7,0.9997900573730468,4.799820744533437e-07,63.18774981606425,48.79124755553035
irls_cg#2_337,000308150214_all_slices_5,irls_cg,True,220,1,0.9998558661670685,2.787739939995247e-07,65.54747742730737,51.15097516677346
irls_cg#2_338,000308150214_all_slices_5,irls_cg,True,220,0.9,0.9998832755222321,2.2963745694045813e-07,66.38957271257655,51.99307045204265
irls_cg#2_339,000308150214_all_slices_5,irls_cg,True,220,0.8,0.9998910722875595,2.1924683974904985e-07,66.59066657890955,52.19416431837565
irls_cg#2_340,000308150214_all_slices_5,irls_cg,True,220,0.7,0.9998833073348999,2.3426636303547796e-07,66.3029006478244,51.906398387290494
fbp_341,000324094767_all_slices_10,fbp,,120,,0.9025282664427757,0.00022356518,36.50595841604171,22.166190147399902
fbp_342,000324094767_all_slices_10,fbp,,130,,0.9220097205810547,0.00019346114,37.134062675191366,22.794294357299805
fbp_343,000324094767_all_slices_10,fbp,,140,,0.9356847851276398,0.00017059699,37.68028631518569,23.340518474578857
fbp_344,000324094767_all_slices_10,fbp,,150,,0.946765708867073,0.00015554996,38.081300904456256,23.741533756256104
fbp_345,000324094767_all_slices_10,fbp,,160,,0.9561191106977462,0.0001421892,38.47133407984595,24.13156509399414
fbp_346,000324094767_all_slices_10,fbp,,170,,0.9627108104543686,0.00013356193,38.743173111487216,24.40340518951416
fbp_347,000324094767_all_slices_10,fbp,,180,,0.9679405500926972,0.0001262587,38.98738676478016,24.64761734008789
fbp_348,000324094767_all_slices_10,fbp,,190,,0.9715179558629989,0.00012117513,39.16586507090976,24.82609748840332
fbp_349,000324094767_all_slices_10,fbp,,200,,0.9741582522668838,0.00011796577,39.28243992486619,24.94267225265503
fbp_350,000324094767_all_slices_10,fbp,,210,,0.9759368981733322,0.000115672796,39.36768767434755,25.027918815612793
fbp_351,000324094767_all_slices_10,fbp,,220,,0.9774728203773498,0.000113547045,39.44824164538469,25.108473300933838
mi#2_363,000324094767_all_slices_10,mi,True,120,,0.9462623362665177,0.0001114292840691648,39.53000659805554,25.190238248728576
mi#2_364,000324094767_all_slices_10,mi,True,130,,0.9568680126476288,8.502391317481374e-05,40.704589107648125,26.36482075832116
mi#2_365,000324094767_all_slices_10,mi,True,140,,0.9669529838514328,6.313424038662041e-05,41.99735040473619,27.65758205540922
mi#2_366,000324094767_all_slices_10,mi,True,150,,0.9745349957466125,4.689224688115108e-05,43.28898957179967,28.9492212224727
mi#2_367,000324094767_all_slices_10,mi,True,160,,0.9799778757572174,3.6752439052123586e-05,44.347138339477105,30.007369990150142
mi#2_368,000324094767_all_slices_10,mi,True,170,,0.9850808952255249,2.6657502496824843e-05,45.74180541443377,31.402037065106807
mi#2_369,000324094767_all_slices_10,mi,True,180,,0.9888430221853256,1.9798432007617934e-05,47.0336920354676,32.693923686140636
mi#2_370,000324094767_all_slices_10,mi,True,190,,0.9922272845916748,1.3463259271619612e-05,48.708497906075145,34.36872955674818
mi#2_371,000324094767_all_slices_10,mi,True,200,,0.9943141075458527,9.809407595579266e-06,50.083572195048134,35.743803845721175
mi#2_372,000324094767_all_slices_10,mi,True,210,,0.9965246304807663,5.960026798015202e-06,52.24751787540978,37.90774952608281
mi#2_373,000324094767_all_slices_10,mi,True,220,,0.9977444786691666,3.8533047775762084e-06,54.141666390573924,39.80189804124696
